Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn,Prediction,Segment
30,1,44,136.46,0,3,6119.33,1,1,At Risk
74,1,39,106.95,0,0,4136.73,1,1,At Risk
79,0,22,95.24,0,3,2128.05,1,1,At Risk
72,1,62,137.78,1,3,8483.42,0,0,Loyal
35,1,14,68.91,0,3,1020.21,0,0,Dormant
60,1,66,103.25,0,1,6711.36,1,1,At Risk
45,1,34,20.3,1,1,687.23,0,0,Loyal
55,0,61,142.36,1,2,8718.1,0,0,Loyal
58,1,23,87.17,0,0,1996.22,0,0,Dormant
61,1,20,41.72,2,3,852.57,0,0,Dormant
36,1,43,42.42,0,3,1841.8,0,0,Loyal
63,1,21,60.7,1,3,1247.82,0,0,Dormant
64,1,23,149.06,1,2,3435.46,0,0,Dormant
60,1,42,75.02,0,3,3155.95,1,0,Loyal
55,1,67,131.28,0,0,8734.71,0,0,Loyal
63,1,10,113.8,0,2,1050.88,1,1,At Risk
20,0,33,69.33,0,3,2356.08,1,1,At Risk
36,0,47,76.52,1,1,3535.9,0,0,Loyal
37,0,18,125.83,1,2,2240.54,0,0,Dormant
42,1,60,28.8,0,2,1693.74,0,0,Loyal
28,1,39,67.74,0,0,2626.62,0,1,At Risk
78,1,37,44.45,0,2,1664.44,0,0,Loyal
73,1,15,126.4,1,3,1831.7,1,1,At Risk
34,0,50,30.25,0,0,1552.26,0,0,Loyal
78,2,14,119.77,0,2,1687.0,1,1,At Risk
77,0,39,80.15,0,2,3069.4,0,0,Loyal
76,0,42,11.57,2,1,433.99,0,0,Loyal
66,1,71,63.72,0,2,4458.27,0,0,Loyal
72,1,3,112.55,0,0,279.32,1,1,At Risk
52,1,68,84.75,0,3,5790.2,0,0,Loyal
31,0,30,134.98,0,3,4079.2,0,0,Loyal
76,0,39,90.07,2,0,3522.1,0,0,Loyal
56,0,44,124.54,0,1,5452.63,0,0,Loyal
74,0,52,90.98,0,1,4750.35,0,0,Loyal
36,0,45,95.94,0,2,4316.8,0,0,Loyal
20,1,2,91.64,0,0,134.9,0,0,Dormant
51,1,55,53.19,0,2,2931.1,0,0,Loyal
75,1,35,66.04,0,3,2328.22,0,0,Loyal
66,1,63,110.82,2,2,7014.05,0,0,Loyal
58,1,5,47.14,2,0,188.01,0,0,Dormant
39,0,68,12.15,0,2,933.97,0,0,Loyal
55,0,18,141.29,0,2,2529.53,1,1,At Risk
73,0,1,148.39,1,0,59.34,1,1,At Risk
44,0,29,106.91,0,0,3194.51,0,0,Loyal
38,1,30,107.03,2,2,3193.58,0,0,Loyal
58,0,42,23.27,0,1,917.33,0,0,Loyal
48,0,64,74.98,1,2,4841.12,0,0,Loyal
44,1,24,72.62,1,2,1731.22,0,0,Dormant
54,1,65,82.77,2,2,5364.23,0,0,Loyal
19,0,13,77.67,0,3,993.42,0,0,Dormant
71,0,16,101.13,1,3,1562.11,1,0,Dormant
64,1,21,39.1,0,2,808.79,1,1,At Risk
26,0,13,112.97,0,2,1549.0,0,0,Dormant
36,1,10,17.5,0,1,269.41,1,1,At Risk
59,0,5,51.97,0,3,213.68,1,1,At Risk
53,0,27,139.75,0,0,3721.64,0,0,Loyal
27,1,62,91.18,0,2,5654.8,0,0,Loyal
76,1,16,144.77,2,2,2301.05,0,0,Dormant
57,1,14,112.41,0,3,1544.64,1,1,At Risk
71,1,45,119.96,0,1,5364.97,0,0,Loyal
62,0,70,17.35,0,1,1208.55,1,0,Loyal
56,1,64,95.5,1,3,6196.14,0,0,Loyal
24,0,3,123.69,0,2,415.88,1,1,At Risk
21,0,13,26.1,2,3,416.54,0,0,Dormant
32,1,32,65.9,0,2,2121.13,0,0,Loyal
29,1,48,71.64,0,2,3454.87,0,0,Loyal
65,0,10,132.76,0,2,1307.3,1,1,At Risk
23,0,44,124.9,0,2,5583.03,0,0,Loyal
77,1,68,57.84,2,3,3942.11,0,0,Loyal
26,0,18,44.13,0,1,791.75,1,1,At Risk
52,1,71,102.79,2,3,7323.42,1,1,At Risk
25,0,5,37.2,1,0,175.31,0,1,At Risk
24,0,10,107.53,0,0,1142.07,1,1,At Risk
21,0,20,16.96,0,0,369.97,1,1,At Risk
75,1,42,20.04,1,3,841.29,0,0,Loyal
30,1,18,46.43,0,2,882.05,0,0,Dormant
36,1,14,49.85,2,2,664.54,0,0,Dormant
79,1,42,128.63,0,2,5391.3,0,0,Loyal
24,0,31,40.61,0,0,1193.29,1,1,At Risk
27,1,3,59.44,0,3,186.21,1,1,At Risk
42,0,64,15.23,0,1,944.55,0,0,Loyal
61,0,54,76.43,1,3,4135.0,0,0,Loyal
75,1,42,120.94,0,3,5188.44,0,0,Loyal
52,0,18,140.21,1,0,2510.01,0,0,Dormant
80,0,57,41.96,0,1,2553.4,1,1,At Risk
75,1,35,19.94,1,3,745.61,0,0,Loyal
42,1,56,53.03,0,1,2987.66,0,0,Loyal
46,1,12,96.16,1,2,1097.25,0,0,Dormant
73,0,68,122.51,2,2,8311.28,0,0,Loyal
29,1,22,137.53,0,3,3041.11,0,0,Dormant
68,0,51,120.58,0,3,6112.17,0,1,At Risk
64,0,12,83.95,0,2,946.44,1,1,At Risk
57,1,66,33.6,0,2,2234.14,0,0,Loyal
29,0,27,47.78,2,3,1282.08,0,0,Loyal
69,0,21,128.78,0,1,2739.07,1,1,At Risk
23,1,16,145.76,2,1,2421.29,0,0,Dormant
77,1,51,16.13,1,3,750.05,0,0,Loyal
27,1,71,32.82,0,1,2332.0,0,0,Loyal
19,1,48,71.96,1,3,3450.93,0,0,Loyal
73,0,10,36.34,0,3,305.48,0,0,Dormant
62,0,68,66.77,2,1,4567.54,0,0,Loyal
42,0,10,134.33,0,2,1339.01,1,1,At Risk
24,1,37,29.87,0,2,1130.43,0,0,Loyal
57,1,41,40.5,0,1,1629.36,1,1,At Risk
40,0,20,19.24,2,0,368.55,0,0,Dormant
65,0,7,49.28,2,2,387.43,0,0,Dormant
28,0,2,37.26,0,1,-17.25,1,1,At Risk
75,1,19,31.63,0,3,644.86,0,0,Dormant
53,1,42,94.29,1,3,3919.64,0,0,Loyal
66,1,52,102.12,0,1,5308.39,1,1,At Risk
65,1,56,129.69,0,0,7174.93,1,1,At Risk
68,2,8,17.39,0,3,115.56,1,1,At Risk
40,1,35,24.3,0,2,798.74,1,1,At Risk
76,0,25,45.36,1,3,1034.66,0,0,Loyal
60,0,23,99.02,0,2,2376.3,0,0,Dormant
24,1,30,142.92,0,2,4328.46,1,1,At Risk
44,1,8,142.29,0,3,1188.1,1,1,At Risk
30,0,31,59.81,0,3,1832.29,0,0,Loyal
68,1,50,33.2,2,2,1639.68,0,0,Loyal
34,1,16,57.33,2,1,944.56,0,0,Dormant
49,1,18,59.73,1,1,1085.18,0,0,Dormant
43,0,37,129.17,2,1,4812.88,1,1,At Risk
74,0,32,46.5,0,2,1467.55,0,0,Loyal
77,1,34,72.97,2,2,2469.11,0,0,Loyal
39,0,64,131.77,2,2,8485.11,0,1,At Risk
30,0,55,54.56,2,2,2992.58,0,0,Loyal
78,0,35,32.59,2,0,1108.46,0,0,Loyal
29,1,12,75.62,0,0,905.67,0,0,Dormant
24,1,5,109.13,0,3,524.12,1,1,At Risk
18,0,31,33.47,0,1,939.79,0,0,Loyal
50,0,50,22.97,0,2,1204.72,1,1,At Risk
69,0,23,32.33,0,2,697.6,0,0,Dormant
72,0,43,46.25,2,1,2036.26,0,0,Loyal
31,2,30,27.07,2,1,827.93,0,0,Loyal
76,1,30,97.08,0,2,2946.47,0,0,Loyal
64,0,33,118.69,0,3,3808.7,0,0,Loyal
60,0,68,48.13,0,2,3293.36,1,1,At Risk
73,1,71,63.86,0,2,4600.14,0,0,Loyal
75,1,1,61.52,0,1,20.07,1,1,At Risk
58,0,36,85.02,0,3,3036.63,0,0,Loyal
34,0,7,125.32,2,0,851.47,1,1,At Risk
21,1,9,101.1,0,2,900.14,1,1,At Risk
69,0,46,104.3,1,3,4796.86,0,0,Loyal
68,0,69,51.97,0,1,3629.21,1,1,At Risk
56,1,19,142.26,2,0,2806.87,0,0,Dormant
18,0,43,48.0,0,3,2059.62,0,0,Loyal
58,0,15,141.85,1,2,2096.68,1,1,At Risk
62,0,49,23.35,0,2,1188.47,0,0,Loyal
41,1,23,124.46,0,2,2915.89,1,1,At Risk
51,0,51,82.64,0,1,4188.45,0,0,Loyal
51,1,20,84.98,0,0,1708.9,0,0,Dormant
41,1,17,140.23,2,3,2482.63,1,1,At Risk
76,1,23,17.36,2,3,516.84,0,0,Dormant
79,1,62,30.37,0,1,1908.04,1,1,At Risk
32,1,36,135.15,2,3,4842.51,0,0,Loyal
34,1,9,27.95,0,1,112.33,1,1,At Risk
30,1,66,43.05,0,0,2780.35,0,0,Loyal
24,0,59,20.84,0,2,1246.49,1,1,At Risk
26,0,43,115.09,0,2,4971.12,1,1,At Risk
61,0,62,105.88,2,2,6573.95,1,0,Loyal
80,1,69,73.46,0,1,5150.99,0,0,Loyal
52,1,12,88.35,0,3,1079.57,1,0,Dormant
40,1,45,93.66,0,2,4186.5,0,0,Loyal
71,1,42,16.54,1,2,640.52,0,0,Loyal
64,0,10,37.85,1,2,346.95,1,1,At Risk
56,1,58,106.19,1,2,6043.28,1,1,At Risk
40,0,6,140.13,1,2,814.91,0,0,Dormant
43,0,9,128.32,1,1,1107.57,0,0,Dormant
18,0,70,55.41,2,1,3812.39,0,0,Loyal
31,2,32,106.19,0,1,3361.3,1,1,At Risk
49,0,12,53.14,0,2,525.71,0,0,Dormant
68,0,14,24.63,1,1,349.09,0,0,Dormant
65,1,49,75.5,0,2,3661.4,0,0,Loyal
27,1,40,40.42,1,2,1557.88,0,0,Loyal
18,0,26,73.2,2,1,1885.09,0,0,Loyal
22,1,65,94.05,1,0,6177.53,0,0,Loyal
20,1,52,47.26,1,2,2472.83,0,0,Loyal
66,0,54,146.29,0,0,7804.93,1,0,Loyal
67,1,16,57.35,0,0,892.95,1,1,At Risk
75,0,2,135.56,0,0,367.68,1,1,At Risk
70,0,34,98.61,0,2,3343.3,1,1,At Risk
44,0,2,77.82,0,1,149.89,0,0,Dormant
68,0,29,34.59,0,0,947.37,0,0,Loyal
71,1,44,114.61,2,3,5100.36,0,0,Loyal
74,0,52,105.57,0,0,5572.03,1,1,At Risk
39,1,10,130.41,1,2,1236.15,0,0,Dormant
35,0,31,138.26,0,2,4257.14,0,0,Loyal
33,0,46,127.1,1,3,5855.8,0,0,Loyal
19,1,14,26.21,1,3,353.13,0,0,Dormant
64,0,62,61.92,0,2,3896.01,1,1,At Risk
30,0,69,12.17,2,0,820.91,0,0,Loyal
62,0,72,94.87,2,3,6822.49,0,0,Loyal
33,1,53,56.59,0,2,2934.99,1,0,Loyal
25,0,69,69.02,0,3,4777.48,0,0,Loyal
60,0,25,61.27,1,2,1484.8,0,0,Loyal
25,1,60,125.61,0,0,7572.25,1,1,At Risk
71,0,56,115.22,1,2,6507.06,0,0,Loyal
27,1,57,31.42,0,3,1746.62,0,0,Loyal
72,0,29,123.26,0,2,3562.08,0,0,Loyal
50,1,55,43.26,0,2,2363.32,1,1,At Risk
48,1,64,80.86,0,1,5223.96,0,0,Loyal
29,1,56,52.13,1,3,3075.64,0,0,Loyal
26,1,13,105.64,0,3,1406.29,1,1,At Risk
54,0,59,70.07,0,0,4117.53,0,0,Loyal
26,0,42,128.5,2,3,5399.66,1,0,Loyal
65,0,43,90.83,0,3,3950.05,0,0,Loyal
35,1,47,23.62,0,2,1065.03,0,0,Loyal
47,1,52,20.28,0,2,1123.01,1,1,At Risk
49,0,66,84.85,2,1,5566.45,0,0,Loyal
57,1,33,74.93,1,1,2453.8,0,0,Loyal
40,0,11,55.72,1,0,575.01,0,0,Dormant
28,0,28,115.54,1,3,3383.12,0,0,Loyal
79,0,9,86.09,0,2,847.46,1,1,At Risk
37,0,28,106.05,0,2,3001.98,0,0,Loyal
36,0,58,67.14,0,3,3893.57,0,0,Loyal
53,1,12,69.09,2,3,840.71,0,0,Dormant
69,1,61,59.2,1,3,3569.98,0,0,Loyal
43,0,23,65.88,1,1,1607.65,0,0,Dormant
27,0,60,105.28,1,1,6385.91,0,0,Loyal
41,1,31,111.41,1,2,3439.4,1,1,At Risk
30,0,38,22.36,2,3,865.72,0,0,Loyal
78,1,31,79.36,0,3,2405.44,0,0,Loyal
69,0,69,81.99,0,3,5595.88,0,0,Loyal
63,0,46,10.45,0,2,506.2,0,0,Loyal
70,1,44,24.85,0,2,1076.87,0,0,Loyal
51,0,19,70.18,2,0,1257.99,0,0,Dormant
46,1,48,126.34,1,2,6114.0,0,0,Loyal
53,1,36,36.88,1,1,1380.76,0,0,Loyal
24,1,61,135.11,0,2,8238.06,1,1,At Risk
68,0,71,73.68,1,0,5246.48,0,0,Loyal
47,0,35,82.61,2,0,2903.49,0,0,Loyal
79,0,2,17.73,0,0,76.73,1,1,At Risk
34,0,53,91.9,0,2,4860.65,1,1,At Risk
65,1,39,147.62,1,1,5759.56,0,0,Loyal
30,0,44,139.08,0,0,6009.58,1,1,At Risk
73,1,57,76.91,0,2,4436.18,0,0,Loyal
41,1,49,57.33,0,1,2745.09,0,0,Loyal
71,0,25,85.06,1,0,2079.41,0,0,Loyal
72,1,41,86.6,1,1,3669.29,0,0,Loyal
48,0,6,36.6,0,0,233.68,1,1,At Risk
75,1,30,135.79,0,2,4123.17,1,1,At Risk
44,1,32,132.77,2,0,4290.98,1,1,At Risk
67,0,41,78.58,2,2,3282.48,0,0,Loyal
38,1,40,80.12,2,0,3201.77,0,0,Loyal
61,0,29,128.64,0,0,3693.86,1,1,At Risk
72,1,48,77.48,2,3,3713.61,0,0,Loyal
80,0,33,81.33,2,2,2673.87,0,0,Loyal
74,1,66,79.0,1,3,5227.98,0,0,Loyal
18,1,13,83.3,0,2,1073.07,0,0,Dormant
32,1,70,110.64,0,3,7637.96,1,1,At Risk
20,1,41,67.5,1,1,2782.5,0,0,Loyal
23,0,11,66.47,0,0,676.36,1,1,At Risk
31,0,12,118.46,0,3,1386.01,0,0,Dormant
72,1,40,133.16,0,0,5340.77,1,0,Loyal
55,1,10,92.41,0,2,1004.08,1,1,At Risk
50,1,12,79.89,1,1,924.98,0,0,Dormant
69,1,14,66.3,1,3,953.11,0,0,Dormant
55,1,55,33.11,0,2,1788.82,1,1,At Risk
25,1,61,99.42,2,2,6124.26,0,0,Loyal
43,0,9,90.93,0,3,758.78,1,1,At Risk
32,0,58,119.04,1,0,6929.82,0,0,Loyal
31,0,3,27.9,0,2,122.42,1,1,At Risk
65,0,63,87.81,0,3,5541.68,0,0,Loyal
37,1,51,114.43,1,1,5742.59,0,0,Loyal
72,1,42,73.32,0,2,3068.84,0,0,Loyal
65,1,44,16.58,2,1,764.1,0,0,Loyal
76,0,69,53.33,2,2,3665.98,0,0,Loyal
36,0,7,111.17,1,1,805.41,1,1,At Risk
73,0,21,127.96,2,2,2639.96,0,0,Dormant
50,0,3,45.82,0,0,157.52,1,1,At Risk
53,0,48,146.84,2,0,7139.03,0,0,Loyal
41,2,1,146.32,2,2,143.0,1,1,At Risk
27,0,65,11.83,0,2,798.43,0,0,Loyal
69,0,52,99.8,0,1,5239.69,0,0,Loyal
67,0,44,13.53,2,3,455.5,0,0,Loyal
51,1,46,88.38,1,3,4044.47,0,0,Loyal
53,0,33,134.92,1,1,4420.18,1,1,At Risk
64,1,3,102.64,0,0,329.53,1,1,At Risk
78,0,8,59.6,1,0,447.97,0,0,Dormant
53,1,31,149.5,1,2,4604.93,0,0,Loyal
33,0,44,133.36,1,3,5928.91,0,0,Loyal
32,1,34,11.65,1,3,466.22,0,0,Loyal
35,1,22,111.59,2,1,2535.22,1,0,Dormant
24,1,2,30.76,0,1,15.37,1,1,At Risk
64,0,15,69.79,1,0,1084.83,0,0,Dormant
39,0,36,77.25,1,0,2833.38,0,0,Loyal
49,0,25,21.67,0,3,509.48,0,0,Loyal
60,1,27,94.33,2,2,2501.53,0,0,Loyal
36,1,2,20.03,1,3,57.82,0,0,Dormant
57,0,56,51.15,0,2,2843.22,1,1,At Risk
73,0,59,104.22,0,3,6188.91,0,0,Loyal
18,0,19,100.21,2,2,1896.86,1,1,At Risk
52,1,12,92.85,1,3,1136.43,0,0,Dormant
22,0,61,59.07,0,0,3628.36,0,0,Loyal
67,1,37,52.63,1,3,1974.7,0,0,Loyal
29,0,63,21.29,1,2,1251.05,0,0,Loyal
29,1,15,82.84,0,2,1187.89,0,0,Dormant
38,0,43,121.79,2,2,5194.13,0,0,Loyal
76,0,21,40.9,0,0,904.72,0,0,Dormant
75,0,19,32.8,2,3,595.38,0,0,Dormant
36,1,40,127.75,0,0,5235.1,0,0,Loyal
80,0,41,67.57,1,3,2773.46,0,0,Loyal
26,0,49,49.3,0,2,2374.5,0,0,Loyal
60,0,30,33.74,1,2,1007.34,0,0,Loyal
66,0,25,46.86,1,1,1224.26,0,0,Loyal
65,0,2,58.35,2,3,191.63,0,0,Dormant
53,1,38,140.67,0,2,5379.53,1,1,At Risk
59,1,16,81.8,0,3,1199.11,0,0,Dormant
71,1,40,26.87,2,3,1076.25,0,0,Loyal
64,0,16,137.45,0,1,2125.89,0,0,Dormant
74,1,8,122.2,2,0,930.67,1,1,At Risk
68,1,4,103.86,0,3,445.07,1,1,At Risk
49,0,70,64.55,0,0,4387.29,0,0,Loyal
80,0,55,21.86,0,3,1256.74,0,0,Loyal
52,0,19,70.01,0,1,1311.84,0,0,Dormant
48,1,72,99.78,0,3,7234.81,0,0,Loyal
77,0,48,43.3,1,3,2122.97,0,0,Loyal
70,0,34,70.67,0,3,2372.4,0,0,Loyal
72,1,15,128.27,0,0,2022.62,0,1,At Risk
49,0,55,125.73,0,2,6932.36,0,0,Loyal
79,1,18,113.56,0,2,2056.24,0,0,Dormant
54,1,14,64.13,1,1,942.19,0,0,Dormant
49,1,5,100.25,2,2,548.4,0,0,Dormant
60,0,48,77.1,0,3,3699.14,0,0,Loyal
73,0,72,111.34,0,3,8090.29,1,1,At Risk
54,0,62,89.96,1,2,5611.46,0,0,Loyal
56,0,28,41.1,0,0,1159.75,0,0,Loyal
55,0,30,84.4,0,1,2631.32,0,0,Loyal
47,1,61,109.48,0,0,6659.81,0,0,Loyal
75,1,20,74.98,2,3,1521.4,0,0,Dormant
49,1,28,107.41,0,1,2964.97,1,0,Loyal
62,1,66,31.09,1,2,2080.85,0,0,Loyal
19,0,49,122.37,2,0,6057.51,0,0,Loyal
68,0,59,73.4,0,1,4291.47,0,0,Loyal
28,0,72,148.41,2,0,10631.86,0,0,Loyal
76,0,9,66.38,2,0,650.98,1,1,At Risk
37,0,2,30.94,0,3,-15.17,0,0,Dormant
54,1,31,105.36,0,2,3277.83,0,0,Loyal
26,0,36,122.89,0,0,4404.09,1,0,Loyal
55,0,70,132.82,0,2,9251.81,0,0,Loyal
66,0,2,69.26,0,1,142.53,0,0,Dormant
36,1,40,75.56,0,2,3022.53,1,0,Loyal
72,0,8,136.28,0,2,1104.56,1,1,At Risk
57,1,35,70.62,0,1,2566.16,0,0,Loyal
24,0,53,21.32,2,0,1131.74,0,0,Loyal
22,1,34,35.22,0,3,1253.09,0,0,Loyal
64,1,29,101.1,0,3,2903.78,1,1,At Risk
59,1,53,76.45,0,2,3960.01,0,0,Loyal
41,1,64,139.69,1,2,8962.9,0,0,Loyal
65,1,14,94.3,2,2,1359.67,0,0,Dormant
58,0,17,127.79,2,2,2188.07,0,0,Dormant
24,1,55,61.1,2,1,3349.17,0,0,Loyal
28,0,31,45.12,0,2,1389.09,0,0,Loyal
26,0,69,76.22,0,1,5248.86,0,0,Loyal
66,1,8,80.38,0,2,609.37,1,1,At Risk
47,1,51,30.84,0,2,1513.61,0,0,Loyal
58,1,3,33.06,2,2,190.24,1,1,At Risk
20,1,16,56.37,1,0,811.49,0,0,Dormant
39,1,63,37.6,0,1,2296.37,1,1,At Risk
57,1,55,71.3,0,2,4014.77,1,1,At Risk
68,1,25,131.3,1,2,3287.17,0,0,Loyal
37,1,56,67.08,2,1,3687.81,0,0,Loyal
49,0,31,87.9,0,1,2700.62,0,0,Loyal
65,1,65,109.39,0,2,7049.73,1,1,At Risk
24,0,45,30.17,0,3,1335.71,1,1,At Risk
77,0,62,44.5,2,0,2634.12,0,0,Loyal
24,0,3,61.96,0,3,159.59,0,0,Dormant
37,0,18,147.32,1,1,2645.38,0,0,Dormant
42,0,31,84.76,0,0,2625.7,0,0,Loyal
62,1,53,48.54,0,2,2683.82,0,0,Loyal
52,0,7,101.33,1,1,716.88,1,1,At Risk
61,0,38,82.01,0,0,3137.22,0,0,Loyal
41,0,4,126.07,0,3,525.01,1,1,At Risk
57,0,26,54.79,2,1,1455.54,0,0,Loyal
30,0,48,72.76,0,3,3474.21,0,0,Loyal
69,0,49,112.24,2,3,5464.83,0,0,Loyal
65,0,64,22.4,1,3,1363.08,0,0,Loyal
56,0,39,107.18,0,0,4170.16,1,0,Loyal
21,0,51,105.87,0,0,5412.51,0,0,Loyal
78,0,42,119.57,0,2,5002.93,1,1,At Risk
29,0,15,132.04,0,0,2001.56,0,0,Dormant
34,0,55,57.6,2,0,3167.35,0,0,Loyal
18,0,1,105.86,0,3,196.85,1,1,At Risk
79,1,19,18.97,0,1,441.88,0,0,Dormant
34,1,33,19.17,0,3,588.74,0,0,Loyal
19,1,20,131.04,0,0,2674.63,1,1,At Risk
23,0,31,97.42,1,3,3057.62,0,0,Loyal
61,1,16,41.39,2,3,611.8,0,0,Dormant
75,1,28,128.83,1,0,3632.36,0,0,Loyal
28,1,23,149.92,0,1,3433.02,0,0,Dormant
70,1,62,142.53,0,2,8902.61,0,0,Loyal
60,0,46,62.15,0,1,2878.25,0,0,Loyal
35,1,11,67.27,1,3,738.01,0,0,Dormant
57,0,60,25.95,0,0,1445.57,1,1,At Risk
42,1,3,132.5,0,3,378.72,1,1,At Risk
56,1,4,74.8,0,1,310.59,1,1,At Risk
45,1,3,86.32,2,1,207.97,0,0,Dormant
63,1,40,124.94,0,1,4986.18,1,1,At Risk
33,0,63,71.48,2,0,4515.07,0,0,Loyal
80,0,42,99.24,1,3,4117.82,0,0,Loyal
80,1,20,44.07,0,2,812.17,1,1,At Risk
29,1,65,69.55,1,0,4617.48,0,0,Loyal
58,0,2,38.23,0,0,180.46,0,0,Dormant
69,0,6,35.04,0,2,212.3,0,0,Dormant
46,1,41,71.15,0,2,2923.71,1,1,At Risk
40,1,33,41.74,1,2,1417.2,0,0,Loyal
38,1,22,38.89,0,3,847.6,1,1,At Risk
33,0,44,45.14,0,0,2038.23,0,0,Loyal
70,1,33,113.86,1,0,3829.38,0,0,Loyal
68,0,5,137.37,1,2,710.92,1,1,At Risk
65,0,13,113.08,2,0,1509.28,1,1,At Risk
58,1,11,140.51,0,1,1569.56,1,1,At Risk
62,0,27,121.73,2,1,3294.47,0,0,Loyal
43,0,56,56.25,2,1,3126.81,0,0,Loyal
54,0,66,107.52,1,0,7051.4,0,0,Loyal
39,0,4,32.65,0,2,165.87,1,1,At Risk
68,1,11,70.63,0,3,798.53,1,1,At Risk
27,0,36,72.66,0,1,2587.38,1,1,At Risk
24,1,72,96.02,2,0,6889.61,0,0,Loyal
26,1,53,10.8,2,2,634.18,0,0,Loyal
42,2,67,67.81,1,2,4634.97,0,0,Loyal
63,0,72,32.89,0,1,2358.55,1,1,At Risk
32,0,39,82.59,1,1,3190.02,0,0,Loyal
30,0,42,87.51,1,1,3714.16,0,0,Loyal
59,1,47,54.45,1,2,2599.27,0,0,Loyal
63,1,15,130.54,0,3,1940.58,0,0,Dormant
43,0,48,88.86,0,3,4215.46,0,0,Loyal
38,1,61,33.14,0,0,1985.07,1,1,At Risk
40,1,32,63.61,1,2,1934.96,0,0,Loyal
78,1,62,114.37,0,2,7033.45,0,0,Loyal
61,0,53,62.27,2,1,3303.61,0,0,Loyal
45,1,37,123.09,1,2,4510.05,1,1,At Risk
78,0,40,112.14,0,0,4457.65,1,1,At Risk
68,1,53,86.99,2,2,4648.2,0,0,Loyal
55,0,41,97.87,1,3,4011.93,0,0,Loyal
29,0,53,46.02,0,3,2495.28,0,0,Loyal
41,0,54,131.89,0,1,7116.46,0,0,Loyal
30,1,56,19.46,2,3,1093.02,0,0,Loyal
57,1,64,143.39,0,2,9075.21,0,0,Loyal
65,1,23,37.47,0,3,934.05,0,0,Dormant
19,0,1,13.7,0,1,45.48,1,1,At Risk
71,0,45,92.05,0,1,4170.62,1,1,At Risk
56,1,13,126.77,0,3,1683.3,1,1,At Risk
29,0,34,47.18,0,3,1535.25,0,0,Loyal
56,0,57,97.24,0,3,5551.9,1,1,At Risk
68,1,44,22.65,0,2,951.77,0,0,Loyal
31,0,40,37.04,1,1,1413.55,0,0,Loyal
47,1,18,143.79,0,2,2514.24,1,1,At Risk
58,1,66,80.45,0,0,5343.24,1,1,At Risk
67,1,72,10.36,1,0,765.73,0,0,Loyal
60,0,53,97.33,1,3,5109.79,0,0,Loyal
65,1,62,131.56,1,1,8081.24,1,1,At Risk
36,1,33,29.41,0,0,891.21,1,0,Loyal
48,0,58,22.33,2,3,1341.5,0,0,Loyal
60,2,1,11.36,0,3,-10.72,1,1,At Risk
67,0,31,21.92,0,0,653.7,1,1,At Risk
60,0,13,72.55,0,2,945.87,0,0,Dormant
42,1,2,31.34,1,3,25.99,0,0,Dormant
21,0,3,130.16,2,2,433.0,0,0,Dormant
67,0,62,122.08,0,3,7634.71,1,1,At Risk
68,0,65,125.07,0,3,8142.9,0,0,Loyal
30,0,71,48.92,0,0,3570.36,0,0,Loyal
53,0,17,19.97,2,2,287.31,0,0,Dormant
80,0,53,103.4,0,2,5410.11,0,0,Loyal
79,1,27,31.83,0,1,958.95,0,0,Loyal
59,1,58,146.11,2,3,8510.88,0,0,Loyal
78,1,17,40.44,0,2,642.33,0,0,Dormant
71,0,5,39.4,0,3,191.91,1,1,At Risk
54,0,50,22.16,1,2,1109.21,0,0,Loyal
20,1,47,119.14,0,3,5659.38,0,0,Loyal
33,1,59,22.01,1,1,1342.73,0,0,Loyal
43,0,19,42.45,1,2,843.47,0,0,Dormant
57,1,70,52.18,0,2,3715.66,0,0,Loyal
73,1,6,28.12,0,2,183.1,1,1,At Risk
56,1,71,88.68,0,1,6313.59,0,0,Loyal
36,0,12,37.58,0,3,440.78,0,0,Dormant
63,1,18,35.62,2,1,641.59,0,0,Dormant
32,1,11,79.83,1,3,827.94,0,0,Dormant
49,0,18,66.06,0,3,1142.89,1,0,Dormant
66,1,30,106.88,2,0,3187.45,1,1,At Risk
38,1,23,59.51,0,2,1358.74,0,0,Dormant
18,0,10,25.38,1,2,262.76,0,0,Dormant
23,2,31,110.54,0,2,3480.53,1,1,At Risk
44,1,66,148.28,0,3,9847.33,1,1,At Risk
40,1,11,12.74,2,2,127.53,1,1,At Risk
64,1,40,70.6,0,1,2855.63,0,0,Loyal
48,1,61,57.5,1,3,3589.77,0,0,Loyal
29,1,35,123.12,1,1,4220.86,1,0,Loyal
38,1,44,61.68,2,2,2723.83,0,0,Loyal
69,1,23,92.16,0,2,2108.23,1,1,At Risk
19,0,40,124.6,0,2,5053.51,0,0,Loyal
22,1,53,105.69,2,2,5550.98,1,1,At Risk
26,0,12,134.85,1,0,1592.77,0,0,Dormant
37,0,29,95.67,0,2,2842.82,0,0,Loyal
63,0,10,95.81,0,1,912.57,1,1,At Risk
35,1,34,30.51,0,1,940.75,0,0,Loyal
78,1,31,34.86,1,3,1044.86,0,0,Loyal
80,0,42,144.92,0,2,6099.57,1,1,At Risk
39,0,70,46.76,0,0,3261.18,1,1,At Risk
25,0,18,59.39,0,0,1011.3,0,0,Dormant
51,0,51,16.04,0,2,807.34,1,1,At Risk
26,2,70,116.7,1,0,8240.63,1,0,Loyal
